accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.7404129793510325,0.3592233009708738,0.6981132075471698,0.24183006535947713,0.7909719777147236,0.29543320941124585,0,20
0.7217305801376598,0.32779097387173395,0.6509433962264151,0.21904761904761905,0.7804506762214444,0.2517162151947685,1,20
0.7482792527040315,0.3469387755102041,0.6415094339622641,0.23776223776223776,0.7865294202928567,0.2733539759253198,2,20
0.7168141592920354,0.323943661971831,0.6509433962264151,0.215625,0.7867572437503884,0.24702474047990894,3,20
0.6705998033431662,0.29473684210526313,0.660377358490566,0.1897018970189702,0.7663981111364249,0.21108987254572525,4,20
0.8809523809523809,0.0,0.0,0.0,0.9405405405405405,0.0,0,40
0.8809523809523809,0.0,0.0,0.0,0.9243243243243244,0.0,1,40
0.8809523809523809,0.0,0.0,0.0,0.9351351351351351,0.0,2,40
0.8809523809523809,0.0,0.0,0.0,0.9243243243243244,0.0,3,40
0.9047619047619048,0.3333333333333333,0.2,1.0,0.9243243243243244,0.42483856331322933,4,40
0.8586510263929619,0.5949579831932773,0.5412844036697247,0.6604477611940298,0.887060980102351,0.5140694370459884,0,60
0.864516129032258,0.6143572621035058,0.5626911314984709,0.6764705882352942,0.893874027420851,0.5363445922127386,1,60
0.8604105571847507,0.5910652920962199,0.5259938837920489,0.6745098039215687,0.8952566099874392,0.5141716565388313,2,60
0.866275659824047,0.6212624584717608,0.5718654434250765,0.68,0.8917324669445147,0.5437908736302529,3,60
0.8668621700879765,0.6132879045996593,0.5504587155963303,0.6923076923076923,0.9026777273271993,0.5392610767755287,4,60
0.5665280665280665,0.49939975990396157,0.9327354260089686,0.34098360655737703,0.8565750590119966,0.34057809301808906,0,80
0.5738045738045738,0.5036319612590799,0.9327354260089686,0.3449419568822554,0.8524305660904021,0.347457764214845,1,80
0.5748440748440748,0.5042424242424243,0.9327354260089686,0.34551495016611294,0.8495360959240763,0.3484429103987972,2,80
0.5644490644490644,0.4994026284348865,0.9372197309417041,0.34039087947882735,0.8558711627032044,0.3417853254254459,3,80
0.5748440748440748,0.503037667071689,0.9282511210762332,0.345,0.856192770499463,0.3453303008640775,4,80
