accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.7707868511081363,0.569913480323751,0.8128980891719745,0.43876235496347227,0.8693709011451454,0.47028588627679196,0,20
0.7892309980663395,0.5896322038806835,0.8105095541401274,0.4633591260810196,0.8816549412281448,0.4943174697989178,1,20
0.7813476126729139,0.58,0.8081210191082803,0.4523172905525847,0.8717852861232245,0.48213928466573475,2,20
0.7849174475680499,0.5847214244686961,0.8105095541401274,0.4573225516621743,0.8751381333746543,0.4882745340895794,3,20
0.7884872824631861,0.5878260869565218,0.8073248407643312,0.4621695533272562,0.8817051847856101,0.4916919951004763,4,20
0.9311663479923518,0.660377358490566,0.49295774647887325,1.0,0.9081391000872491,0.6757159248403806,0,40
0.9311663479923518,0.6666666666666666,0.5070422535211268,0.972972972972973,0.897045992770784,0.6744106713150996,1,40
0.9311663479923518,0.660377358490566,0.49295774647887325,1.0,0.9145581453321701,0.6757159248403806,2,40
0.9311663479923518,0.660377358490566,0.49295774647887325,1.0,0.8841455814533217,0.6757159248403806,3,40
0.9311663479923518,0.6666666666666666,0.5070422535211268,0.972972972972973,0.9142777016078774,0.6744106713150996,4,40
0.861183677146203,0.8141806342698662,0.7924882629107981,0.8370939747086537,0.9238348180982793,0.7041934019565865,0,60
0.8553283487974056,0.8073416506717852,0.789906103286385,0.8255642787046124,0.9225256376734312,0.6920412047527078,1,60
0.8685703990631475,0.8228293867638131,0.7953051643192488,0.8523270440251572,0.9308083236053263,0.7196559232286525,2,60
0.8593820376542654,0.8128970394342562,0.7960093896713615,0.8305167768797452,0.9263895265566012,0.7007484602010409,3,60
0.8584812179082966,0.811064341551413,0.7915492957746478,0.8315659679408138,0.9265864886733057,0.6985893450898712,4,60
0.906891495601173,0.8774023694602896,0.8654778393351801,0.8896600818651006,0.9552994743356064,0.802568246149696,0,80
0.9066915489202879,0.8773651016117728,0.8670360110803325,0.8879432624113475,0.95514205681372,0.8022294318392434,1,80
0.9074246867501999,0.8780402142418122,0.8656509695290858,0.8907892392659896,0.9544481476945392,0.8036774049602741,2,80
0.9052252732604639,0.8753069098561909,0.8640927977839336,0.8868159203980099,0.9545769540823004,0.7990675554908665,3,80
0.9051586243668355,0.8755792602955319,0.8668628808864266,0.8844727080021197,0.954678800339086,0.7990723969022497,4,80
